Nombre de la ciudad: Kabul, nombre del pais: Afghanistan, Poblacion ciudad: 1851912
Nombre de la ciudad: Kütahya, nombre del pais: Turkey, Poblacion ciudad: 150609
Nombre de la ciudad: Hatay (Antakya), nombre del pais: Turkey, Poblacion ciudad: 149798
Nombre de la ciudad: Kirikkale, nombre del pais: Turkey, Poblacion ciudad: 147781
Nombre de la ciudad: Adiyaman, nombre del pais: Turkey, Poblacion ciudad: 147246
Nombre de la ciudad: Trabzon, nombre del pais: Turkey, Poblacion ciudad: 143817
Nombre de la ciudad: Ordu, nombre del pais: Turkey, Poblacion ciudad: 139040
Nombre de la ciudad: Aydin, nombre del pais: Turkey, Poblacion ciudad: 133848
Nombre de la ciudad: Usak, nombre del pais: Turkey, Poblacion ciudad: 133339
Nombre de la ciudad: Edirne, nombre del pais: Turkey, Poblacion ciudad: 128367
Nombre de la ciudad: Çorlu, nombre del pais: Turkey, Poblacion ciudad: 128281
Nombre de la ciudad: Isparta, nombre del pais: Turkey, Poblacion ciudad: 126835
Nombre de la ciudad: Karabük, nombre del pais: Turkey, Poblacion ciudad: 123063
Nombre de la ciudad: Kilis, nombre del pais: Turkey, Poblacion ciudad: 123021
Nombre de la ciudad: Alanya, nombre del pais: Turkey, Poblacion ciudad: 122038
Nombre de la ciudad: Kiziltepe, nombre del pais: Turkey, Poblacion ciudad: 116524
Nombre de la ciudad: Zonguldak, nombre del pais: Turkey, Poblacion ciudad: 116047
Nombre de la ciudad: Siirt, nombre del pais: Turkey, Poblacion ciudad: 111426
Nombre de la ciudad: Viransehir, nombre del pais: Turkey, Poblacion ciudad: 110698
Nombre de la ciudad: Tekirdag, nombre del pais: Turkey, Poblacion ciudad: 110361
Nombre de la ciudad: Karaman, nombre del pais: Turkey, Poblacion ciudad: 108409
Nombre de la ciudad: Afyon, nombre del pais: Turkey, Poblacion ciudad: 108184
Nombre de la ciudad: Aksaray, nombre del pais: Turkey, Poblacion ciudad: 106828
Nombre de la ciudad: Ceyhan, nombre del pais: Turkey, Poblacion ciudad: 106549
Nombre de la ciudad: Erzincan, nombre del pais: Turkey, Poblacion ciudad: 106437
Nombre de la ciudad: Bismil, nombre del pais: Turkey, Poblacion ciudad: 105496
Nombre de la ciudad: Nazilli, nombre del pais: Turkey, Poblacion ciudad: 103935
Nombre de la ciudad: Tokat, nombre del pais: Turkey, Poblacion ciudad: 103519
Nombre de la ciudad: Kars, nombre del pais: Turkey, Poblacion ciudad: 96757
Nombre de la ciudad: Inegöl, nombre del pais: Turkey, Poblacion ciudad: 94156
Nombre de la ciudad: Bandirma, nombre del pais: Turkey, Poblacion ciudad: 93844
Nombre de la ciudad: Taipei, nombre del pais: Taiwan, Poblacion ciudad: 2748020
Nombre de la ciudad: Kaohsiung, nombre del pais: Taiwan, Poblacion ciudad: 1535115
Nombre de la ciudad: Taichung, nombre del pais: Taiwan, Poblacion ciudad: 978588
Nombre de la ciudad: Tainan, nombre del pais: Taiwan, Poblacion ciudad: 757473
Nombre de la ciudad: Panchiao, nombre del pais: Taiwan, Poblacion ciudad: 545013
Nombre de la ciudad: Chungho, nombre del pais: Taiwan, Poblacion ciudad: 408019
Nombre de la ciudad: Keelung (Chilung), nombre del pais: Taiwan, Poblacion ciudad: 400763
Nombre de la ciudad: Sanchung, nombre del pais: Taiwan, Poblacion ciudad: 395438
Nombre de la ciudad: Hsinchuang, nombre del pais: Taiwan, Poblacion ciudad: 379794
Nombre de la ciudad: Hsinchu, nombre del pais: Taiwan, Poblacion ciudad: 376580
Nombre de la ciudad: Chungli, nombre del pais: Taiwan, Poblacion ciudad: 331521
Nombre de la ciudad: Fengshan, nombre del pais: Taiwan, Poblacion ciudad: 331431
Nombre de la ciudad: Taoyuan, nombre del pais: Taiwan, Poblacion ciudad: 329221
Nombre de la ciudad: Chiayi, nombre del pais: Taiwan, Poblacion ciudad: 275819
Nombre de la ciudad: Hsintien, nombre del pais: Taiwan, Poblacion ciudad: 274252
Nombre de la ciudad: Changhwa, nombre del pais: Taiwan, Poblacion ciudad: 236914
Nombre de la ciudad: Yungho, nombre del pais: Taiwan, Poblacion ciudad: 236899
Nombre de la ciudad: Tucheng, nombre del pais: Taiwan, Poblacion ciudad: 233981
Nombre de la ciudad: Pingtung, nombre del pais: Taiwan, Poblacion ciudad: 223401
Nombre de la ciudad: Yungkang, nombre del pais: Taiwan, Poblacion ciudad: 200802
Nombre de la ciudad: Pingchen, nombre del pais: Taiwan, Poblacion ciudad: 195952
Nombre de la ciudad: Tali, nombre del pais: Taiwan, Poblacion ciudad: 178885
Nombre de la ciudad: Taiping, nombre del pais: Taiwan, Poblacion ciudad: 172210
Nombre de la ciudad: Pate, nombre del pais: Taiwan, Poblacion ciudad: 168232
Nombre de la ciudad: Fengyuan, nombre del pais: Taiwan, Poblacion ciudad: 167537
Nombre de la ciudad: Luchou, nombre del pais: Taiwan, Poblacion ciudad: 167000
Nombre de la ciudad: Hsichuh, nombre del pais: Taiwan, Poblacion ciudad: 161236
Nombre de la ciudad: Shulin, nombre del pais: Taiwan, Poblacion ciudad: 157370
Nombre de la ciudad: Yuanlin, nombre del pais: Taiwan, Poblacion ciudad: 131508
Nombre de la ciudad: Yangmei, nombre del pais: Taiwan, Poblacion ciudad: 131425
Nombre de la ciudad: Taliao, nombre del pais: Taiwan, Poblacion ciudad: 120578
Nombre de la ciudad: Kueishan, nombre del pais: Taiwan, Poblacion ciudad: 116726
Nombre de la ciudad: Tanshui, nombre del pais: Taiwan, Poblacion ciudad: 116401
Nombre de la ciudad: Taitung, nombre del pais: Taiwan, Poblacion ciudad: 115524
Nombre de la ciudad: Hualien, nombre del pais: Taiwan, Poblacion ciudad: 112786
Nombre de la ciudad: Nantou, nombre del pais: Taiwan, Poblacion ciudad: 108953
Nombre de la ciudad: Lungtan, nombre del pais: Taiwan, Poblacion ciudad: 107251
Nombre de la ciudad: Touliu, nombre del pais: Taiwan, Poblacion ciudad: 102895
Nombre de la ciudad: Tsaotun, nombre del pais: Taiwan, Poblacion ciudad: 100710
Nombre de la ciudad: Kangshan, nombre del pais: Taiwan, Poblacion ciudad: 95924
Nombre de la ciudad: Ilan, nombre del pais: Taiwan, Poblacion ciudad: 95716
Nombre de la ciudad: Miaoli, nombre del pais: Taiwan, Poblacion ciudad: 93636
Nombre de la ciudad: Toskent, nombre del pais: Uzbekistan, Poblacion ciudad: 2203047
Nombre de la ciudad: Namangan, nombre del pais: Uzbekistan, Poblacion ciudad: 385468
Nombre de la ciudad: Samarkand, nombre del pais: Uzbekistan, Poblacion ciudad: 376416
Nombre de la ciudad: Andijon, nombre del pais: Uzbekistan, Poblacion ciudad: 331471
Nombre de la ciudad: Buhoro, nombre del pais: Uzbekistan, Poblacion ciudad: 246678
Nombre de la ciudad: Karsi, nombre del pais: Uzbekistan, Poblacion ciudad: 201941
Nombre de la ciudad: Nukus, nombre del pais: Uzbekistan, Poblacion ciudad: 201941
Nombre de la ciudad: Kükon, nombre del pais: Uzbekistan, Poblacion ciudad: 197780
Nombre de la ciudad: Fargona, nombre del pais: Uzbekistan, Poblacion ciudad: 187792
Nombre de la ciudad: Circik, nombre del pais: Uzbekistan, Poblacion ciudad: 152314
Nombre de la ciudad: Margilon, nombre del pais: Uzbekistan, Poblacion ciudad: 146488
Nombre de la ciudad: Ürgenc, nombre del pais: Uzbekistan, Poblacion ciudad: 144511
Nombre de la ciudad: Angren, nombre del pais: Uzbekistan, Poblacion ciudad: 133171
Nombre de la ciudad: Cizah, nombre del pais: Uzbekistan, Poblacion ciudad: 129841
Nombre de la ciudad: Navoi, nombre del pais: Uzbekistan, Poblacion ciudad: 120998
Nombre de la ciudad: Olmalik, nombre del pais: Uzbekistan, Poblacion ciudad: 119541
Nombre de la ciudad: Termiz, nombre del pais: Uzbekistan, Poblacion ciudad: 113923
Nombre de la ciudad: Ho Chi Minh City, nombre del pais: Vietnam, Poblacion ciudad: 4140792
Nombre de la ciudad: Hanoi, nombre del pais: Vietnam, Poblacion ciudad: 1466964
Nombre de la ciudad: Haiphong, nombre del pais: Vietnam, Poblacion ciudad: 814770
Nombre de la ciudad: Da Nang, nombre del pais: Vietnam, Poblacion ciudad: 398133
Nombre de la ciudad: Biên Hoa, nombre del pais: Vietnam, Poblacion ciudad: 293490
Nombre de la ciudad: Nha Trang, nombre del pais: Vietnam, Poblacion ciudad: 230272
Nombre de la ciudad: Hue, nombre del pais: Vietnam, Poblacion ciudad: 228001
Nombre de la ciudad: Can Tho, nombre del pais: Vietnam, Poblacion ciudad: 224295
Nombre de la ciudad: Cam Pha, nombre del pais: Vietnam, Poblacion ciudad: 217532
Nombre de la ciudad: Nam Dinh, nombre del pais: Vietnam, Poblacion ciudad: 178634
Nombre de la ciudad: Quy Nhon, nombre del pais: Vietnam, Poblacion ciudad: 169985
Nombre de la ciudad: Vung Tau, nombre del pais: Vietnam, Poblacion ciudad: 151007
Nombre de la ciudad: Rach Gia, nombre del pais: Vietnam, Poblacion ciudad: 146833
Nombre de la ciudad: Long Xuyen, nombre del pais: Vietnam, Poblacion ciudad: 138040
Nombre de la ciudad: Thai Nguyen, nombre del pais: Vietnam, Poblacion ciudad: 132798
Nombre de la ciudad: Hong Gai, nombre del pais: Vietnam, Poblacion ciudad: 132633
Nombre de la ciudad: Phan Thiêt, nombre del pais: Vietnam, Poblacion ciudad: 118850
Nombre de la ciudad: Cam Ranh, nombre del pais: Vietnam, Poblacion ciudad: 118647
Nombre de la ciudad: Vinh, nombre del pais: Vietnam, Poblacion ciudad: 116998
Nombre de la ciudad: My Tho, nombre del pais: Vietnam, Poblacion ciudad: 112783
Nombre de la ciudad: Da Lat, nombre del pais: Vietnam, Poblacion ciudad: 110707
Nombre de la ciudad: Buon Ma Thuot, nombre del pais: Vietnam, Poblacion ciudad: 100963
Nombre de la ciudad: Sanaa, nombre del pais: Yemen, Poblacion ciudad: 523945
Nombre de la ciudad: Aden, nombre del pais: Yemen, Poblacion ciudad: 414391
Nombre de la ciudad: Taizz, nombre del pais: Yemen, Poblacion ciudad: 330431
Nombre de la ciudad: Hodeida, nombre del pais: Yemen, Poblacion ciudad: 310559
Nombre de la ciudad: al-Mukalla, nombre del pais: Yemen, Poblacion ciudad: 127344
Nombre de la ciudad: Ibb, nombre del pais: Yemen, Poblacion ciudad: 107473
